Nuovo Codice Prestazione Catalogo,Nuova Descrizione Prestazione,Accesso,Numero Prestazioni Erogate,Descrizione Completa Prestazione,Frequenza Erogazione
1205,Adattamento Impianti Cocleari,01Prescrizione Su Ricettario Ssn,767,1205  Adattamento Impianti Cocleari  01Prescrizione Su Ricettario Ssn,Alta
1207,Addestramento Del Paziente Allautocateterismo Vescicale,01Prescrizione Su Ricettario Ssn,31,1207  Addestramento Del Paziente Allautocateterismo Vescicale  01Prescrizione Su Ricettario Ssn,Media
1215,Agopuntura,01Prescrizione Su Ricettario Ssn,813,1215  Agopuntura  01Prescrizione Su Ricettario Ssn,Alta
1215,Agopuntura Auricoloterapia Craniopuntura Fior Di Prugna Coppettazione Moxibustione  Tariffa Per Singola Seduta  Ciclo  Fino Ad Un Massimo Di 4 Sedute,01Prescrizione Su Ricettario Ssn,42,1215  Agopuntura Auricoloterapia Craniopuntura Fior Di Prugna Coppettazione Moxibustione  Tariffa Per Singola Seduta  Ciclo  Fino Ad Un Massimo Di 4 Sedute  01Prescrizione Su Ricettario Ssn,Media
1216,Agopuntura Associata Ad Altre Tecniche Quali Moxibustione Fior Di Prugna Elettrostimolazione Auricoloterapia Craniopuntura Coppettazione,01Prescrizione Su Ricettario Ssn,937,1216  Agopuntura Associata Ad Altre Tecniche Quali Moxibustione Fior Di Prugna Elettrostimolazione Auricoloterapia Craniopuntura Coppettazione  01Prescrizione Su Ricettario Ssn,Alta
1216,Agopuntura Associata Ad Altre Tecniche Quali Moxibustione Fior Di Prugna Elettrostimolazione Auricoloterapia Craniopuntura Coppettazione  Tariffa Per Singola Seduta  Ciclo Fino Ad Un Massimo Di 4 Sedute,01Prescrizione Su Ricettario Ssn,18,1216  Agopuntura Associata Ad Altre Tecniche Quali Moxibustione Fior Di Prugna Elettrostimolazione Auricoloterapia Craniopuntura Coppettazione  Tariffa Per Singola Seduta  Ciclo Fino Ad Un Massimo Di 4 Sedute  01Prescrizione Su Ricettario Ssn,Media
1219,Allestimento E Preparazione Di Lembi Peduncolati,01Prescrizione Su Ricettario Ssn,3,1219  Allestimento E Preparazione Di Lembi Peduncolati  01Prescrizione Su Ricettario Ssn,Bassa
1221,Altra Asportazione Dello Pterigium Occhio Sn,01Prescrizione Su Ricettario Ssn,4,1221  Altra Asportazione Dello Pterigium Occhio Sn  01Prescrizione Su Ricettario Ssn,Bassa
1222,Altra Asportazione Di Lesione Della Bocca,01Prescrizione Su Ricettario Ssn,77,1222  Altra Asportazione Di Lesione Della Bocca  01Prescrizione Su Ricettario Ssn,Media
1222,Asportazione Di Lesione O Neoformazione Del Cavo Orale,01Prescrizione Su Ricettario Ssn,2,1222  Asportazione Di Lesione O Neoformazione Del Cavo Orale  01Prescrizione Su Ricettario Ssn,Bassa
1223,Altra Asportazione O Demolizione Locale Di Lesione O Tessuto Dellano,01Prescrizione Su Ricettario Ssn,3,1223  Altra Asportazione O Demolizione Locale Di Lesione O Tessuto Dellano  01Prescrizione Su Ricettario Ssn,Bassa
1223,Asportazione O Demolizione Locale Di Lesione O Tessuto Dellano,01Prescrizione Su Ricettario Ssn,1,1223  Asportazione O Demolizione Locale Di Lesione O Tessuto Dellano  01Prescrizione Su Ricettario Ssn,Bassa
1226,Altra Incisione Dei Tessuti Molli,01Prescrizione Su Ricettario Ssn,7,1226  Altra Incisione Dei Tessuti Molli  01Prescrizione Su Ricettario Ssn,Bassa
1228,Altra Incisione Della Palbebra Sn,01Prescrizione Su Ricettario Ssn,1,1228  Altra Incisione Della Palbebra Sn  01Prescrizione Su Ricettario Ssn,Bassa
1229,,01Prescrizione Su Ricettario Ssn,1,1229    01Prescrizione Su Ricettario Ssn,Bassa
1229,Altra Incisione Delle Vie Lacrimali Occhio Dx,01Prescrizione Su Ricettario Ssn,41,1229  Altra Incisione Delle Vie Lacrimali Occhio Dx  01Prescrizione Su Ricettario Ssn,Media
1230,Altra Incisione Delle Vie Lacrimali Occhio Sn,01Prescrizione Su Ricettario Ssn,46,1230  Altra Incisione Delle Vie Lacrimali Occhio Sn  01Prescrizione Su Ricettario Ssn,Media
1232,Altra Irrigazione Di Ferita,01Prescrizione Su Ricettario Ssn,3018,1232  Altra Irrigazione Di Ferita  01Prescrizione Su Ricettario Ssn,Alta
1232,Medicazione Di Ferita Incluso Eventuale Anestesia Locale Per Contatto E Detersione E Rimozione Di Punti Di Sutura,01Prescrizione Su Ricettario Ssn,383,1232  Medicazione Di Ferita Incluso Eventuale Anestesia Locale Per Contatto E Detersione E Rimozione Di Punti Di Sutura  01Prescrizione Su Ricettario Ssn,Alta
1234,Altra Riparazione Di Lacerazione Della Palpebra Occhio Sn Non A Tutto Spessore,01Prescrizione Su Ricettario Ssn,2,1234  Altra Riparazione Di Lacerazione Della Palpebra Occhio Sn Non A Tutto Spessore  01Prescrizione Su Ricettario Ssn,Bassa
1241,Altri Interventi Di Demolizione Della Congiuntiva Occhio Sn,01Prescrizione Su Ricettario Ssn,1,1241  Altri Interventi Di Demolizione Della Congiuntiva Occhio Sn  01Prescrizione Su Ricettario Ssn,Bassa
1246,,01Prescrizione Su Ricettario Ssn,33,1246    01Prescrizione Su Ricettario Ssn,Media
1246,Altri Interventi Sullapparato Genitale Femminile,01Prescrizione Su Ricettario Ssn,307,1246  Altri Interventi Sullapparato Genitale Femminile  01Prescrizione Su Ricettario Ssn,Alta
1247,Acufenometria Prove Audiometriche Sopraliminari,01Prescrizione Su Ricettario Ssn,23,1247  Acufenometria Prove Audiometriche Sopraliminari  01Prescrizione Su Ricettario Ssn,Media
1247,Altri Test Audiometrici O Della Funzionalita Vestibolare,01Prescrizione Su Ricettario Ssn,178,1247  Altri Test Audiometrici O Della Funzionalita Vestibolare  01Prescrizione Su Ricettario Ssn,Alta
1248,Altri Test Cardiovascolari Da Sforzo,01Prescrizione Su Ricettario Ssn,1130,1248  Altri Test Cardiovascolari Da Sforzo  01Prescrizione Su Ricettario Ssn,Alta
1249,Altro Bendaggiodesault Sobar,01Prescrizione Su Ricettario Ssn,4,1249  Altro Bendaggiodesault Sobar  01Prescrizione Su Ricettario Ssn,Bassa
1252,Amniocentesi Precoce,01Prescrizione Su Ricettario Ssn,64,1252  Amniocentesi Precoce  01Prescrizione Su Ricettario Ssn,Media
1253,Amniocentesi Tardiva,01Prescrizione Su Ricettario Ssn,4,1253  Amniocentesi Tardiva  01Prescrizione Su Ricettario Ssn,Bassa
1256,Angiografia Con Fluoresceina O Angioscopia Oculare Angiografia Iridea Fag,01Prescrizione Su Ricettario Ssn,290,1256  Angiografia Con Fluoresceina O Angioscopia Oculare Angiografia Iridea Fag  01Prescrizione Su Ricettario Ssn,Alta
1260,Anoscopia,01Prescrizione Su Ricettario Ssn,224,1260  Anoscopia  01Prescrizione Su Ricettario Ssn,Alta
1282,Applicazione Di Impianto Endoosseo,01Prescrizione Su Ricettario Ssn,1,1282  Applicazione Di Impianto Endoosseo  01Prescrizione Su Ricettario Ssn,Bassa
1284,Applicazione Terapeutica Di Lente A Contatto Occhio Dx,01Prescrizione Su Ricettario Ssn,1,1284  Applicazione Terapeutica Di Lente A Contatto Occhio Dx  01Prescrizione Su Ricettario Ssn,Bassa
1285,Applicazione Terapeutica Di Lente A Contatto Occhio Sn,01Prescrizione Su Ricettario Ssn,1,1285  Applicazione Terapeutica Di Lente A Contatto Occhio Sn  01Prescrizione Su Ricettario Ssn,Bassa
1287,Artrocentesi,01Prescrizione Su Ricettario Ssn,6,1287  Artrocentesi  01Prescrizione Su Ricettario Ssn,Bassa
1290,Aspirazioneraccolta Cutesottocute Ascessoematomasieroma,01Prescrizione Su Ricettario Ssn,2,1290  Aspirazioneraccolta Cutesottocute Ascessoematomasieroma  01Prescrizione Su Ricettario Ssn,Bassa
1292,Asportazionedemolizione Lesione Orecchio Esternopolipicisti Dx,01Prescrizione Su Ricettario Ssn,3,1292  Asportazionedemolizione Lesione Orecchio Esternopolipicisti Dx  01Prescrizione Su Ricettario Ssn,Bassa
1293,Asportazionedemolizione Lesione Orecchio Esternopolipicisti Sn,01Prescrizione Su Ricettario Ssn,8,1293  Asportazionedemolizione Lesione Orecchio Esternopolipicisti Sn  01Prescrizione Su Ricettario Ssn,Bassa
1294,Asportazione Chirurgica Di Lesione Della Cute,01Prescrizione Su Ricettario Ssn,2113,1294  Asportazione Chirurgica Di Lesione Della Cute  01Prescrizione Su Ricettario Ssn,Alta
1295,Demolizioneescissione Di Lesione Della Cervice Uterina Asportazione Polipi Cervicali Asportazione Condilomi Mediante Diatermocoagulazione Crioterapia Laserterapia Non Associabile A 71301,01Prescrizione Su Ricettario Ssn,1,1295  Demolizioneescissione Di Lesione Della Cervice Uterina Asportazione Polipi Cervicali Asportazione Condilomi Mediante Diatermocoagulazione Crioterapia Laserterapia Non Associabile A 71301  01Prescrizione Su Ricettario Ssn,Bassa
1297,Asportazione Condilomi Vulvari E Perineali,01Prescrizione Su Ricettario Ssn,30,1297  Asportazione Condilomi Vulvari E Perineali  01Prescrizione Su Ricettario Ssn,Media
1303,Asportazione Di Verruca Papilloma Cistiporrocondiloma Della Palpebra Occhio Sn,01Prescrizione Su Ricettario Ssn,2,1303  Asportazione Di Verruca Papilloma Cistiporrocondiloma Della Palpebra Occhio Sn  01Prescrizione Su Ricettario Ssn,Bassa
1303,Asportazione Di Verrucapapillomacistiporrocondiloma Della Palpebra Occhio Sn,01Prescrizione Su Ricettario Ssn,8,1303  Asportazione Di Verrucapapillomacistiporrocondiloma Della Palpebra Occhio Sn  01Prescrizione Su Ricettario Ssn,Bassa
1304,Asportazione Di Calazio Occhio Dx,01Prescrizione Su Ricettario Ssn,49,1304  Asportazione Di Calazio Occhio Dx  01Prescrizione Su Ricettario Ssn,Media
1305,Asportazione Di Calazio Occhio Sn,01Prescrizione Su Ricettario Ssn,35,1305  Asportazione Di Calazio Occhio Sn  01Prescrizione Su Ricettario Ssn,Media
1306,Asportazione Di Calcoli Del Dotto Salivare,01Prescrizione Su Ricettario Ssn,1,1306  Asportazione Di Calcoli Del Dotto Salivare  01Prescrizione Su Ricettario Ssn,Bassa
1312,Asportazione Di Lesione Maggiore Della Palpebra Occhio Dx Non A Tutto Spessore,01Prescrizione Su Ricettario Ssn,61,1312  Asportazione Di Lesione Maggiore Della Palpebra Occhio Dx Non A Tutto Spessore  01Prescrizione Su Ricettario Ssn,Media
1313,Asportazione Di Lesione Maggiore Della Palpebra Occhio Sn A Tutto Spessore,01Prescrizione Su Ricettario Ssn,1,1313  Asportazione Di Lesione Maggiore Della Palpebra Occhio Sn A Tutto Spessore  01Prescrizione Su Ricettario Ssn,Bassa
1314,Asportazione Di Lesione Maggiore Della Palpebra Occhio Sn Non A Tutto Spessore,01Prescrizione Su Ricettario Ssn,75,1314  Asportazione Di Lesione Maggiore Della Palpebra Occhio Sn Non A Tutto Spessore  01Prescrizione Su Ricettario Ssn,Media
1315,Asportazione Di Lesione O Tessuto Della Congiuntiva Occhio Dx,01Prescrizione Su Ricettario Ssn,7,1315  Asportazione Di Lesione O Tessuto Della Congiuntiva Occhio Dx  01Prescrizione Su Ricettario Ssn,Bassa
1316,Asportazione Di Lesione O Tessuto Della Congiuntiva Occhio Sn,01Prescrizione Su Ricettario Ssn,13,1316  Asportazione Di Lesione O Tessuto Della Congiuntiva Occhio Sn  01Prescrizione Su Ricettario Ssn,Media
1319,,01Prescrizione Su Ricettario Ssn,14,1319    01Prescrizione Su Ricettario Ssn,Media
1319,Asportazione Di Tumori Benigni Peduncolati Dellutero,01Prescrizione Su Ricettario Ssn,373,1319  Asportazione Di Tumori Benigni Peduncolati Dellutero  01Prescrizione Su Ricettario Ssn,Alta
1320,Asportazione Di Verruca Papilloma Cistiporrocondiloma Della Palpebra Occhio Dx,01Prescrizione Su Ricettario Ssn,1,1320  Asportazione Di Verruca Papilloma Cistiporrocondiloma Della Palpebra Occhio Dx  01Prescrizione Su Ricettario Ssn,Bassa
1320,Asportazione Di Verrucapapillomacistiporrocondiloma Della Palpebra Occhio Dx,01Prescrizione Su Ricettario Ssn,10,1320  Asportazione Di Verrucapapillomacistiporrocondiloma Della Palpebra Occhio Dx  01Prescrizione Su Ricettario Ssn,Bassa
1322,Asportazione Locale Di Lesione Della Mammella Dx,01Prescrizione Su Ricettario Ssn,2,1322  Asportazione Locale Di Lesione Della Mammella Dx  01Prescrizione Su Ricettario Ssn,Bassa
1323,Asportazione Locale Di Lesione Della Mammella Sn,01Prescrizione Su Ricettario Ssn,4,1323  Asportazione Locale Di Lesione Della Mammella Sn  01Prescrizione Su Ricettario Ssn,Bassa
1325,Asportazione Di Lesione O Neoformazione Del Cavo Orale,01Prescrizione Su Ricettario Ssn,1,1325  Asportazione Di Lesione O Neoformazione Del Cavo Orale  01Prescrizione Su Ricettario Ssn,Bassa
1325,Asportazione Neoplasie Mucosa Orale Compreso Lingua E Labbro,01Prescrizione Su Ricettario Ssn,3,1325  Asportazione Neoplasie Mucosa Orale Compreso Lingua E Labbro  01Prescrizione Su Ricettario Ssn,Bassa
1327,Asportazione O Demolizione Di Lesione Del Pene,01Prescrizione Su Ricettario Ssn,1,1327  Asportazione O Demolizione Di Lesione Del Pene  01Prescrizione Su Ricettario Ssn,Bassa
1331,Asportazione O Demolizione Locale Di Lesione Delle Ossa Facciali,01Prescrizione Su Ricettario Ssn,3,1331  Asportazione O Demolizione Locale Di Lesione Delle Ossa Facciali  01Prescrizione Su Ricettario Ssn,Bassa
1332,Asportazione O Demolizione Locale Di Lesione Intranasale,01Prescrizione Su Ricettario Ssn,17,1332  Asportazione O Demolizione Locale Di Lesione Intranasale  01Prescrizione Su Ricettario Ssn,Media
1336,Asportazione O Demolizione Locale Di Lesioni Cutanee Mediante Crioterapia,01Prescrizione Su Ricettario Ssn,312,1336  Asportazione O Demolizione Locale Di Lesioni Cutanee Mediante Crioterapia  01Prescrizione Su Ricettario Ssn,Alta
1337,Asportazione O Demolizione Locale Di Lesioni Cutanee Mediante Elettrocoagulazione,01Prescrizione Su Ricettario Ssn,246,1337  Asportazione O Demolizione Locale Di Lesioni Cutanee Mediante Elettrocoagulazione  01Prescrizione Su Ricettario Ssn,Alta
1338,Asportazione O Distruzione Neoformazioni Cutanee Mediante Laser,01Prescrizione Su Ricettario Ssn,12,1338  Asportazione O Distruzione Neoformazioni Cutanee Mediante Laser  01Prescrizione Su Ricettario Ssn,Media
1339,Asportazione Polipi Cervicali Cauterizzazione,01Prescrizione Su Ricettario Ssn,25,1339  Asportazione Polipi Cervicali Cauterizzazione  01Prescrizione Su Ricettario Ssn,Media
1341,Asportazione Radicale Di Lesione Dellorecchio Esterno,01Prescrizione Su Ricettario Ssn,11,1341  Asportazione Radicale Di Lesione Dellorecchio Esterno  01Prescrizione Su Ricettario Ssn,Bassa
1343,Audiometria Protesica,01Prescrizione Su Ricettario Ssn,1533,1343  Audiometria Protesica  01Prescrizione Su Ricettario Ssn,Alta
1345,Avanzamento Di Lembo Peduncolato,01Prescrizione Su Ricettario Ssn,9,1345  Avanzamento Di Lembo Peduncolato  01Prescrizione Su Ricettario Ssn,Bassa
1348,Bendaggio Adesivo Elastico,01Prescrizione Su Ricettario Ssn,3606,1348  Bendaggio Adesivo Elastico  01Prescrizione Su Ricettario Ssn,Alta
1348,Bendaggio Adesivo Elastico Per Linfedema,01Prescrizione Su Ricettario Ssn,425,1348  Bendaggio Adesivo Elastico Per Linfedema  01Prescrizione Su Ricettario Ssn,Alta
1349,Bendaggio Alla Colla Di Zinco Di Cosciapiede Dx,01Prescrizione Su Ricettario Ssn,2,1349  Bendaggio Alla Colla Di Zinco Di Cosciapiede Dx  01Prescrizione Su Ricettario Ssn,Bassa
1349,Bendaggio Alla Colla Di Zinco Femoropodalico Dx,01Prescrizione Su Ricettario Ssn,2,1349  Bendaggio Alla Colla Di Zinco Femoropodalico Dx  01Prescrizione Su Ricettario Ssn,Bassa
1350,Bendaggio Alla Colla Di Zinco Di Cosciapiede Sn,01Prescrizione Su Ricettario Ssn,4,1350  Bendaggio Alla Colla Di Zinco Di Cosciapiede Sn  01Prescrizione Su Ricettario Ssn,Bassa
1351,Bendaggio Alla Colla Di Zinco Di Gambapiede Dx,01Prescrizione Su Ricettario Ssn,45,1351  Bendaggio Alla Colla Di Zinco Di Gambapiede Dx  01Prescrizione Su Ricettario Ssn,Media
1351,Bendaggio Alla Colla Di Zinco Tibiopodalico Dx,01Prescrizione Su Ricettario Ssn,3,1351  Bendaggio Alla Colla Di Zinco Tibiopodalico Dx  01Prescrizione Su Ricettario Ssn,Bassa
1352,Bendaggio Alla Colla Di Zinco Di Gambapiede Sn,01Prescrizione Su Ricettario Ssn,35,1352  Bendaggio Alla Colla Di Zinco Di Gambapiede Sn  01Prescrizione Su Ricettario Ssn,Media
1352,Bendaggio Alla Colla Di Zinco Tibiopodalico Sn,01Prescrizione Su Ricettario Ssn,3,1352  Bendaggio Alla Colla Di Zinco Tibiopodalico Sn  01Prescrizione Su Ricettario Ssn,Bassa
1360,Biomicroscopia Corneale,01Prescrizione Su Ricettario Ssn,1,1360  Biomicroscopia Corneale  01Prescrizione Su Ricettario Ssn,Bassa
1361,Biopsia Agobiopsia Del Midollo Osseo,01Prescrizione Su Ricettario Ssn,129,1361  Biopsia Agobiopsia Del Midollo Osseo  01Prescrizione Su Ricettario Ssn,Alta
1362,Biopsia Agobiopsia Della Lingua,01Prescrizione Su Ricettario Ssn,4,1362  Biopsia Agobiopsia Della Lingua  01Prescrizione Su Ricettario Ssn,Bassa
1365,Biopsia Endoscopica Della Laringe,01Prescrizione Su Ricettario Ssn,1,1365  Biopsia Endoscopica Della Laringe  01Prescrizione Su Ricettario Ssn,Bassa
1369,Agobiopsia Percutanea O Agoaspirato Del Fegato Ecoguidata Incluso Valutazione Adeguatezza Del Prelievo,01Prescrizione Su Ricettario Ssn,2,1369  Agobiopsia Percutanea O Agoaspirato Del Fegato Ecoguidata Incluso Valutazione Adeguatezza Del Prelievo  01Prescrizione Su Ricettario Ssn,Bassa
1369,Biopsia Percutaneaagobiopsia Del Fegato,01Prescrizione Su Ricettario Ssn,2,1369  Biopsia Percutaneaagobiopsia Del Fegato  01Prescrizione Su Ricettario Ssn,Bassa
1371,Biopsia Dei Tessuti Molli,01Prescrizione Su Ricettario Ssn,4,1371  Biopsia Dei Tessuti Molli  01Prescrizione Su Ricettario Ssn,Bassa
1372,Biopsia Del Corpo Uterino,01Prescrizione Su Ricettario Ssn,2,1372  Biopsia Del Corpo Uterino  01Prescrizione Su Ricettario Ssn,Bassa
1372,Biopsia Endometriale,01Prescrizione Su Ricettario Ssn,61,1372  Biopsia Endometriale  01Prescrizione Su Ricettario Ssn,Media
1374,Biopsia Del Labbro,01Prescrizione Su Ricettario Ssn,10,1374  Biopsia Del Labbro  01Prescrizione Su Ricettario Ssn,Bassa
1375,Biopsia Del Naso,01Prescrizione Su Ricettario Ssn,165,1375  Biopsia Del Naso  01Prescrizione Su Ricettario Ssn,Alta
1377,Biopsia Del Pene,01Prescrizione Su Ricettario Ssn,1,1377  Biopsia Del Pene  01Prescrizione Su Ricettario Ssn,Bassa
1380,Biopsia Dell Ano,01Prescrizione Su Ricettario Ssn,14,1380  Biopsia Dell Ano  01Prescrizione Su Ricettario Ssn,Media
1380,Biopsia Dellano,01Prescrizione Su Ricettario Ssn,27,1380  Biopsia Dellano  01Prescrizione Su Ricettario Ssn,Media
1382,Biopsia Del Cavo Orale,01Prescrizione Su Ricettario Ssn,68,1382  Biopsia Del Cavo Orale  01Prescrizione Su Ricettario Ssn,Media
1382,Biopsia Della Bocca Struttura Non Specificata,01Prescrizione Su Ricettario Ssn,389,1382  Biopsia Della Bocca Struttura Non Specificata  01Prescrizione Su Ricettario Ssn,Alta
1384,Biopsia Della Congiuntiva Occhio Dx,01Prescrizione Su Ricettario Ssn,1,1384  Biopsia Della Congiuntiva Occhio Dx  01Prescrizione Su Ricettario Ssn,Bassa
1385,Biopsia Della Congiuntiva Occhio Sn,01Prescrizione Su Ricettario Ssn,2,1385  Biopsia Della Congiuntiva Occhio Sn  01Prescrizione Su Ricettario Ssn,Bassa
1386,Biopsia Della Cute E Del Tessuto Sottocutaneo,01Prescrizione Su Ricettario Ssn,1691,1386  Biopsia Della Cute E Del Tessuto Sottocutaneo  01Prescrizione Su Ricettario Ssn,Alta
1388,Biopsia Della Gengiva,01Prescrizione Su Ricettario Ssn,2,1388  Biopsia Della Gengiva  01Prescrizione Su Ricettario Ssn,Bassa
1391,Biopsia Della Palpebra Occhio Dx,01Prescrizione Su Ricettario Ssn,4,1391  Biopsia Della Palpebra Occhio Dx  01Prescrizione Su Ricettario Ssn,Bassa
1392,Biopsia Della Palpebra Occhio Sn,01Prescrizione Su Ricettario Ssn,3,1392  Biopsia Della Palpebra Occhio Sn  01Prescrizione Su Ricettario Ssn,Bassa
1395,Biopsia Della Vulva,01Prescrizione Su Ricettario Ssn,58,1395  Biopsia Della Vulva  01Prescrizione Su Ricettario Ssn,Media
